SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,HighUsage,Efficiency,Month
SESSION00027,Undergraduate,History,2024-08-28,6.42,2,Homework Help,4,Idea Drafted,True,4.0,False,0.3115264797507788,8
SESSION00028,High School,Math,2024-09-05,27.55,7,Writing,3,Confused,True,3.5,True,0.2540834845735027,9
SESSION00029,Undergraduate,Psychology,2025-02-20,27.28,6,Studying,2,Confused,False,3.4,True,0.21994134897360704,2
SESSION00030,Undergraduate,Engineering,2025-02-26,5.03,2,Studying,3,Confused,False,2.5,False,0.3976143141153081,2
SESSION00031,High School,Biology,2024-12-28,23.79,6,Studying,3,Gave Up,False,2.4,True,0.25220680958385877,12
SESSION00032,Undergraduate,Computer Science,2025-04-20,19.04,7,Studying,3,Idea Drafted,False,3.3,True,0.36764705882352944,4
SESSION00033,High School,Psychology,2025-02-06,22.89,10,Coding,3,Idea Drafted,True,2.6,True,0.436871996505024,2
SESSION00034,Undergraduate,Business,2025-04-10,10.59,4,Writing,3,Gave Up,False,3.9,False,0.3777148253068933,4
SESSION00035,Undergraduate,Math,2025-03-21,25.1,7,Coding,4,Confused,True,4.3,True,0.2788844621513944,3
SESSION00036,Undergraduate,Biology,2024-07-19,5.76,1,Writing,1,Confused,True,1.2,False,0.1736111111111111,7
SESSION00037,Undergraduate,Engineering,2025-04-09,33.79,8,Writing,2,Assignment Completed,False,1.6,True,0.23675643681562594,4
SESSION00038,Undergraduate,Psychology,2024-09-20,13.64,5,Writing,2,Assignment Completed,True,2.6,True,0.36656891495601174,9
SESSION00039,High School,Biology,2025-05-14,2.48,1,Studying,2,Idea Drafted,True,2.2,False,0.40322580645161293,5
SESSION00040,Graduate,Engineering,2025-03-06,11.77,3,Coding,4,Assignment Completed,True,4.4,False,0.2548853016142736,3
SESSION00041,Undergraduate,Computer Science,2025-06-21,33.29,15,Writing,2,Idea Drafted,True,1.7,True,0.45058576148993695,6
SESSION00042,Undergraduate,Biology,2025-06-13,20.27,6,Studying,3,Confused,False,3.4,True,0.2960039467192896,6
SESSION00043,High School,History,2025-04-23,33.63,7,Homework Help,4,Assignment Completed,True,5.0,True,0.20814748736247396,4
SESSION00044,Undergraduate,Psychology,2025-01-01,4.54,1,Writing,5,Confused,False,4.6,False,0.22026431718061673,1
SESSION00045,Undergraduate,Biology,2025-01-26,15.08,3,Writing,4,Assignment Completed,True,4.8,False,0.1989389920424403,1
SESSION00046,High School,Math,2025-04-19,27.97,6,Writing,3,Assignment Completed,True,1.4,True,0.21451555237754738,4
SESSION00047,High School,Engineering,2024-12-18,46.11,12,Homework Help,4,Assignment Completed,True,3.4,True,0.26024723487312945,12
SESSION00048,Undergraduate,Biology,2024-11-21,13.25,4,Research,2,Confused,False,1.4,False,0.3018867924528302,11
SESSION00049,Graduate,Engineering,2024-10-27,16.9,6,Studying,3,Assignment Completed,True,3.7,True,0.3550295857988166,10
SESSION00050,Graduate,History,2025-02-28,28.49,5,Writing,5,Assignment Completed,True,5.0,True,0.17550017550017552,2
SESSION00051,Undergraduate,Psychology,2024-11-14,13.43,3,Studying,2,Idea Drafted,True,2.3,False,0.22338049143708116,11
SESSION00052,Graduate,Business,2024-09-09,22.72,11,Studying,2,Assignment Completed,True,1.0,True,0.4841549295774648,9
SESSION00053,Undergraduate,Computer Science,2025-06-08,7.98,1,Research,4,Idea Drafted,True,4.2,False,0.12531328320802004,6
SESSION00054,High School,Biology,2024-07-10,15.52,3,Writing,5,Assignment Completed,True,5.0,False,0.19329896907216496,7
SESSION00055,Undergraduate,Psychology,2024-07-08,6.98,2,Coding,2,Idea Drafted,True,2.8,False,0.28653295128939826,7
SESSION00056,Undergraduate,Engineering,2024-12-16,6.25,2,Coding,4,Assignment Completed,True,5.0,False,0.32,12
SESSION00057,High School,Engineering,2024-09-05,58.92,19,Homework Help,4,Assignment Completed,True,3.9,True,0.3224711473183978,9
SESSION00058,Undergraduate,Biology,2024-06-25,9.56,4,Coding,3,Assignment Completed,True,4.9,False,0.41841004184100417,6
SESSION00059,High School,Business,2025-01-31,31.58,9,Studying,4,Idea Drafted,True,4.6,True,0.2849905003166561,1
SESSION00060,Graduate,Psychology,2024-11-09,2.38,1,Studying,5,Assignment Completed,False,4.5,False,0.42016806722689076,11
SESSION00061,Undergraduate,Computer Science,2024-06-30,17.72,6,Homework Help,2,Assignment Completed,True,3.1,True,0.33860045146726864,6
SESSION00062,Undergraduate,Math,2025-03-09,14.78,7,Coding,3,Assignment Completed,False,2.5,True,0.4736129905277402,3
SESSION00063,Undergraduate,Computer Science,2025-06-21,10.6,2,Coding,2,Assignment Completed,True,1.7,False,0.18867924528301888,6
SESSION00064,Undergraduate,Business,2024-11-15,5.47,1,Homework Help,4,Assignment Completed,True,3.9,False,0.18281535648994515,11
SESSION00065,High School,Psychology,2025-03-02,12.2,2,Brainstorming,4,Idea Drafted,True,4.4,False,0.1639344262295082,3
SESSION00066,Undergraduate,Biology,2024-11-02,8.89,3,Coding,3,Assignment Completed,True,2.7,False,0.3374578177727784,11
SESSION00067,Undergraduate,Computer Science,2024-12-02,6.84,1,Studying,3,Idea Drafted,True,2.5,False,0.14619883040935672,12
SESSION00068,Undergraduate,Business,2025-04-11,12.79,2,Coding,3,Assignment Completed,True,3.8,False,0.15637216575449572,4
SESSION00069,Undergraduate,History,2025-05-15,41.2,12,Studying,3,Idea Drafted,True,3.1,True,0.2912621359223301,5
SESSION00070,Graduate,Computer Science,2024-06-26,16.56,6,Homework Help,2,Assignment Completed,True,3.0,True,0.3623188405797102,6
SESSION00071,Undergraduate,Engineering,2024-10-24,10.4,3,Studying,4,Idea Drafted,True,5.0,False,0.28846153846153844,10
SESSION00072,Undergraduate,Business,2025-05-24,11.04,5,Coding,3,Confused,False,2.3,True,0.4528985507246377,5
SESSION00073,Undergraduate,Math,2024-12-20,5.3,1,Coding,3,Assignment Completed,True,2.3,False,0.18867924528301888,12
SESSION00074,High School,Engineering,2024-07-27,14.02,4,Studying,4,Confused,False,4.4,False,0.28530670470756064,7
SESSION00075,High School,Psychology,2024-08-15,49.67,10,Writing,5,Assignment Completed,False,5.0,True,0.201328769881216,8
SESSION00076,Graduate,Biology,2025-05-17,13.4,3,Studying,4,Assignment Completed,True,5.0,False,0.22388059701492538,5
SESSION00077,Undergraduate,Engineering,2024-07-31,26.8,8,Writing,3,Idea Drafted,True,2.5,True,0.29850746268656714,7
SESSION00078,Undergraduate,History,2025-02-09,7.29,1,Coding,5,Assignment Completed,True,5.0,False,0.13717421124828533,2
SESSION00079,Graduate,Business,2025-01-12,48.37,20,Homework Help,3,Assignment Completed,True,3.2,True,0.41347942939838744,1
SESSION00080,Undergraduate,History,2025-01-28,37.05,13,Coding,2,Idea Drafted,True,1.8,True,0.3508771929824562,1
SESSION00081,Undergraduate,History,2025-04-17,15.94,6,Homework Help,3,Assignment Completed,False,4.3,True,0.3764115432873275,4
SESSION00082,Undergraduate,Computer Science,2024-08-08,16.4,4,Studying,4,Assignment Completed,True,4.2,False,0.24390243902439027,8
SESSION00083,Undergraduate,Math,2025-02-09,19.56,7,Brainstorming,5,Confused,False,5.0,True,0.35787321063394684,2
SESSION00084,Graduate,Business,2024-08-15,11.48,2,Homework Help,3,Idea Drafted,True,2.5,False,0.17421602787456444,8
SESSION00085,Undergraduate,Business,2024-12-24,16.28,3,Writing,2,Idea Drafted,False,1.5,False,0.18427518427518427,12
SESSION00086,High School,Math,2025-01-01,7.34,2,Writing,2,Confused,False,2.6,False,0.2724795640326976,1
SESSION00087,Graduate,Business,2025-01-24,16.32,3,Coding,5,Assignment Completed,True,4.2,False,0.1838235294117647,1
SESSION00088,High School,Business,2025-01-24,14.88,5,Homework Help,3,Assignment Completed,True,4.1,True,0.33602150537634407,1
SESSION00089,Undergraduate,History,2025-04-01,14.59,4,Homework Help,3,Assignment Completed,True,3.5,False,0.27416038382453733,4
SESSION00090,Undergraduate,Business,2025-04-15,4.65,1,Studying,4,Confused,False,3.1,False,0.2150537634408602,4
SESSION00091,Undergraduate,Computer Science,2024-11-03,24.83,8,Writing,3,Assignment Completed,True,3.4,True,0.3221908981071285,11
SESSION00092,Undergraduate,Biology,2024-08-09,10.39,2,Writing,5,Assignment Completed,False,5.0,False,0.19249278152069296,8
SESSION00093,Undergraduate,Math,2025-02-21,35.49,16,Homework Help,5,Confused,True,5.0,True,0.4508312200619893,2
SESSION00094,Graduate,History,2025-05-04,12.9,3,Homework Help,2,Confused,True,1.0,False,0.23255813953488372,5
SESSION00095,High School,Business,2024-07-06,9.77,2,Homework Help,2,Assignment Completed,True,2.0,False,0.2047082906857728,7
SESSION00096,Graduate,Biology,2025-04-25,11.12,4,Writing,4,Gave Up,False,3.9,False,0.3597122302158274,4
SESSION00097,High School,History,2025-05-14,30.82,14,Homework Help,4,Assignment Completed,True,2.3,True,0.45425048669695,5
SESSION00098,Undergraduate,Engineering,2025-02-26,27.26,7,Homework Help,3,Gave Up,True,2.8,True,0.25678650036683787,2
SESSION00099,Undergraduate,Math,2024-10-25,11.17,3,Studying,4,Idea Drafted,True,2.7,False,0.26857654431512984,10
SESSION00100,Graduate,Psychology,2024-09-27,4.68,1,Studying,3,Confused,False,2.8,False,0.2136752136752137,9
SESSION00101,Graduate,Biology,2024-10-23,24.33,5,Homework Help,4,Assignment Completed,True,3.5,True,0.20550760378133992,10
SESSION00102,Undergraduate,Engineering,2025-01-18,16.16,4,Studying,4,Assignment Completed,True,1.9,False,0.24752475247524752,1
SESSION00103,Undergraduate,Business,2025-05-09,8.75,3,Homework Help,3,Idea Drafted,True,1.0,False,0.34285714285714286,5
SESSION00104,Undergraduate,Psychology,2024-12-06,14.9,3,Writing,3,Idea Drafted,False,1.6,False,0.20134228187919462,12
SESSION00105,Undergraduate,Biology,2024-10-15,14.8,5,Coding,3,Assignment Completed,True,3.0,True,0.33783783783783783,10
SESSION00106,Undergraduate,Business,2024-07-09,7.82,2,Studying,4,Idea Drafted,True,3.7,False,0.2557544757033248,7
SESSION00107,Undergraduate,Psychology,2025-05-23,39.45,8,Studying,4,Idea Drafted,True,3.2,True,0.20278833967046894,5
SESSION00108,High School,Business,2024-08-04,16.63,4,Studying,1,Confused,False,1.5,False,0.24052916416115455,8
SESSION00109,Graduate,Math,2024-07-15,41.83,16,Studying,2,Idea Drafted,False,1.9,True,0.38250059765718386,7
SESSION00110,Graduate,Engineering,2025-06-23,15.97,6,Writing,3,Assignment Completed,True,3.5,True,0.37570444583594237,6
SESSION00111,Graduate,Computer Science,2024-10-18,39.43,16,Research,4,Gave Up,False,5.0,True,0.4057823991884352,10
SESSION00112,Undergraduate,Biology,2025-03-09,28.36,7,Writing,4,Assignment Completed,True,3.9,True,0.2468265162200282,3
SESSION00113,Undergraduate,Biology,2024-08-16,10.94,5,Coding,5,Idea Drafted,True,3.6,True,0.4570383912248629,8
SESSION00114,Undergraduate,Psychology,2025-03-21,25.5,6,Homework Help,3,Assignment Completed,True,3.6,True,0.23529411764705882,3
SESSION00115,High School,Math,2024-10-02,23.19,9,Homework Help,4,Assignment Completed,False,2.9,True,0.3880983182406209,10
SESSION00116,High School,Business,2025-05-06,13.61,3,Writing,3,Idea Drafted,True,3.6,False,0.2204261572373255,5
SESSION00117,Graduate,Psychology,2024-11-18,18.01,4,Writing,3,Idea Drafted,True,3.1,False,0.22209883398112157,11
SESSION00118,Undergraduate,Biology,2024-08-22,22.8,4,Writing,4,Confused,False,3.7,False,0.17543859649122806,8
SESSION00119,Undergraduate,Computer Science,2024-10-11,15.91,5,Research,4,Idea Drafted,False,3.1,True,0.3142677561282212,10
SESSION00120,Undergraduate,Math,2024-11-03,20.93,9,Studying,5,Assignment Completed,True,5.0,True,0.43000477783086477,11
SESSION00121,Undergraduate,History,2025-05-20,33.88,7,Writing,5,Idea Drafted,True,4.3,True,0.20661157024793386,5
SESSION00122,High School,Biology,2024-12-01,7.12,3,Brainstorming,3,Assignment Completed,False,2.4,False,0.42134831460674155,12
SESSION00123,Undergraduate,Engineering,2024-07-22,19.37,4,Studying,2,Gave Up,False,2.7,False,0.20650490449148165,7
SESSION00124,Undergraduate,Math,2025-01-16,16.79,4,Brainstorming,5,Confused,False,4.4,False,0.23823704586063135,1
SESSION00125,Graduate,Biology,2024-11-12,13.61,3,Brainstorming,5,Assignment Completed,True,3.6,False,0.2204261572373255,11
SESSION00126,Undergraduate,Math,2024-07-23,19.28,5,Writing,3,Assignment Completed,False,2.5,True,0.2593360995850622,7
SESSION00127,Graduate,Biology,2025-01-03,16.64,4,Studying,3,Gave Up,True,2.5,False,0.24038461538461536,1
SESSION00128,Undergraduate,Psychology,2024-10-21,18.61,4,Writing,5,Assignment Completed,True,4.4,False,0.21493820526598603,10
SESSION00129,High School,Computer Science,2025-04-06,14.37,4,Research,5,Assignment Completed,False,4.7,False,0.2783576896311761,4
SESSION00130,Undergraduate,Psychology,2024-10-18,3.6,1,Writing,4,Assignment Completed,True,4.9,False,0.2777777777777778,10
SESSION00131,Undergraduate,History,2024-11-29,37.72,7,Writing,3,Assignment Completed,True,2.9,True,0.1855779427359491,11
SESSION00132,Undergraduate,Math,2024-07-02,8.05,2,Coding,5,Assignment Completed,True,4.5,False,0.24844720496894407,7
SESSION00133,Undergraduate,Psychology,2024-07-04,20.21,5,Studying,3,Idea Drafted,False,2.6,True,0.24740227610094012,7
SESSION00134,Graduate,Psychology,2024-10-12,14.06,3,Homework Help,5,Gave Up,False,5.0,False,0.21337126600284495,10
SESSION00135,Undergraduate,Computer Science,2024-10-29,15.82,4,Writing,4,Idea Drafted,True,3.6,False,0.2528445006321112,10
SESSION00136,High School,Computer Science,2024-09-03,6.97,2,Studying,4,Gave Up,False,4.2,False,0.28694404591104733,9
SESSION00137,Undergraduate,Business,2025-03-27,2.54,1,Coding,5,Idea Drafted,True,5.0,False,0.39370078740157477,3
SESSION00138,Graduate,Psychology,2024-07-30,10.73,4,Writing,4,Idea Drafted,False,5.0,False,0.3727865796831314,7
SESSION00139,Undergraduate,Business,2025-05-27,18.37,4,Coding,5,Assignment Completed,True,5.0,False,0.21774632553075665,5
SESSION00140,Graduate,Math,2024-08-16,8.62,2,Coding,3,Assignment Completed,True,2.1,False,0.2320185614849188,8
SESSION00141,Undergraduate,Computer Science,2025-06-20,23.52,11,Writing,3,Assignment Completed,True,2.3,True,0.467687074829932,6
SESSION00142,Undergraduate,History,2025-01-13,20.13,5,Research,5,Idea Drafted,False,5.0,True,0.24838549428713363,1
SESSION00143,Graduate,History,2025-02-13,15.46,4,Studying,5,Confused,False,5.0,False,0.258732212160414,2
SESSION00144,Undergraduate,History,2025-02-11,14.86,6,Brainstorming,3,Assignment Completed,True,2.7,True,0.4037685060565276,2
SESSION00145,Graduate,Computer Science,2025-05-20,18.14,6,Coding,3,Assignment Completed,True,2.3,True,0.33076074972436603,5
SESSION00146,High School,Business,2024-08-01,16.64,7,Brainstorming,5,Assignment Completed,True,5.0,True,0.4206730769230769,8
SESSION00147,Undergraduate,Math,2024-11-11,31.16,6,Writing,3,Idea Drafted,True,2.8,True,0.1925545571245186,11
SESSION00148,Undergraduate,Engineering,2024-08-07,11.21,3,Studying,3,Idea Drafted,True,1.6,False,0.2676181980374665,8
SESSION00149,Undergraduate,Psychology,2024-07-30,10.41,2,Writing,4,Assignment Completed,True,2.8,False,0.19212295869356388,7
SESSION00150,Undergraduate,Math,2024-10-04,26.97,6,Homework Help,4,Confused,False,3.7,True,0.2224694104560623,10
SESSION00151,High School,Computer Science,2025-04-18,22.46,10,Studying,3,Confused,True,2.6,True,0.44523597506678536,4
SESSION00152,Graduate,Psychology,2024-10-31,7.53,2,Studying,4,Assignment Completed,True,3.2,False,0.2656042496679947,10
SESSION00153,Graduate,Biology,2024-10-25,14.95,3,Coding,4,Idea Drafted,True,2.2,False,0.20066889632107024,10
SESSION00154,Undergraduate,Engineering,2025-06-04,15.7,5,Homework Help,5,Assignment Completed,True,3.3,True,0.3184713375796179,6
SESSION00155,Graduate,Computer Science,2024-08-11,25.73,8,Homework Help,4,Assignment Completed,True,3.7,True,0.3109211037699184,8
SESSION00156,Undergraduate,Business,2024-09-02,7.61,3,Homework Help,3,Assignment Completed,True,3.2,False,0.39421813403416556,9
SESSION00157,Undergraduate,Business,2025-02-02,20.22,6,Homework Help,2,Assignment Completed,True,1.0,True,0.2967359050445104,2
SESSION00158,Undergraduate,Business,2024-09-14,14.04,3,Coding,4,Idea Drafted,True,4.2,False,0.2136752136752137,9
SESSION00159,Graduate,Computer Science,2025-02-05,12.47,4,Homework Help,2,Assignment Completed,True,3.8,False,0.32076984763432237,2
SESSION00160,Undergraduate,Engineering,2025-04-30,6.51,1,Coding,4,Assignment Completed,True,4.0,False,0.15360983102918588,4
SESSION00161,Undergraduate,Business,2024-07-24,11.77,4,Coding,3,Assignment Completed,True,2.9,False,0.33984706881903143,7
SESSION00162,Undergraduate,History,2024-09-21,13.1,2,Writing,3,Assignment Completed,True,1.3,False,0.15267175572519084,9
SESSION00163,Graduate,Psychology,2024-07-13,3.22,1,Homework Help,5,Assignment Completed,True,4.8,False,0.3105590062111801,7
SESSION00164,High School,Engineering,2024-10-09,11.77,2,Writing,5,Assignment Completed,False,4.4,False,0.16992353440951571,10
SESSION00165,High School,Computer Science,2024-10-22,8.04,1,Writing,3,Assignment Completed,False,3.3,False,0.12437810945273634,10
SESSION00166,High School,Business,2025-05-16,8.32,1,Studying,2,Idea Drafted,False,1.0,False,0.12019230769230768,5
SESSION00167,High School,Computer Science,2025-04-15,11.18,3,Homework Help,3,Confused,True,3.2,False,0.26833631484794274,4
SESSION00168,Undergraduate,Math,2025-01-23,40.08,9,Coding,4,Assignment Completed,True,4.1,True,0.22455089820359284,1
SESSION00169,Undergraduate,Engineering,2025-04-13,8.02,2,Coding,4,Assignment Completed,True,4.7,False,0.24937655860349128,4
SESSION00170,Undergraduate,Computer Science,2025-01-20,6.85,1,Writing,4,Confused,False,4.7,False,0.14598540145985403,1
SESSION00171,Undergraduate,Business,2025-06-13,24.99,5,Studying,4,Idea Drafted,True,3.3,True,0.20008003201280514,6
SESSION00172,Undergraduate,Engineering,2025-05-23,1.2,1,Studying,4,Assignment Completed,False,3.9,False,0.8333333333333334,5
SESSION00173,Undergraduate,Engineering,2024-07-24,21.11,8,Homework Help,3,Assignment Completed,True,3.3,True,0.37896731406916156,7
SESSION00174,High School,Math,2025-05-05,13.04,3,Writing,2,Confused,False,1.0,False,0.23006134969325154,5
SESSION00175,Undergraduate,Engineering,2025-03-27,20.31,7,Studying,4,Idea Drafted,True,4.0,True,0.34465780403742,3
SESSION00176,Undergraduate,Psychology,2025-01-23,16.66,3,Writing,3,Assignment Completed,True,3.1,False,0.18007202881152462,1
SESSION00177,Undergraduate,Business,2025-06-22,13.47,2,Writing,4,Assignment Completed,True,3.8,False,0.14847809948032664,6
SESSION00178,Undergraduate,Biology,2025-02-03,9.27,2,Writing,4,Assignment Completed,True,5.0,False,0.21574973031283712,2
SESSION00179,Undergraduate,Engineering,2025-05-27,11.43,2,Writing,3,Assignment Completed,True,3.3,False,0.17497812773403326,5
SESSION00180,Graduate,Psychology,2025-03-19,19.55,8,Coding,3,Confused,False,1.2,True,0.4092071611253197,3
SESSION00181,Undergraduate,Computer Science,2025-01-22,8.34,2,Writing,3,Assignment Completed,True,4.9,False,0.23980815347721823,1
SESSION00182,Undergraduate,Computer Science,2024-10-17,3.55,1,Studying,3,Idea Drafted,True,2.3,False,0.28169014084507044,10
SESSION00183,Undergraduate,Psychology,2025-06-10,9.93,3,Coding,5,Assignment Completed,True,5.0,False,0.3021148036253776,6
SESSION00184,High School,Business,2025-01-24,3.64,1,Writing,5,Idea Drafted,True,4.4,False,0.2747252747252747,1
SESSION00185,Undergraduate,Business,2025-03-06,38.8,8,Writing,3,Idea Drafted,True,3.4,True,0.2061855670103093,3
SESSION00186,High School,Psychology,2024-10-17,8.9,2,Studying,5,Confused,False,4.7,False,0.2247191011235955,10
SESSION00187,Undergraduate,Business,2024-08-02,20.62,4,Writing,2,Assignment Completed,True,2.1,False,0.19398642095053345,8
SESSION00188,Graduate,Biology,2025-06-06,27.27,6,Coding,5,Assignment Completed,True,4.5,True,0.22002200220022003,6
SESSION00189,Undergraduate,Biology,2024-11-27,39.67,19,Coding,4,Assignment Completed,False,3.9,True,0.47895134862616584,11
SESSION00190,High School,Math,2025-04-12,9.45,3,Homework Help,4,Assignment Completed,True,3.5,False,0.3174603174603175,4
SESSION00191,Undergraduate,Computer Science,2025-06-20,13.43,2,Writing,3,Gave Up,True,3.9,False,0.14892032762472077,6
SESSION00192,Undergraduate,Computer Science,2024-07-09,11.71,3,Homework Help,3,Confused,True,2.9,False,0.2561912894961571,7
SESSION00193,Graduate,Computer Science,2024-10-23,16.22,5,Homework Help,3,Assignment Completed,True,3.2,True,0.3082614056720099,10
SESSION00194,Undergraduate,Biology,2025-06-15,19.03,4,Studying,3,Gave Up,False,3.6,False,0.21019442984760903,6
SESSION00195,Undergraduate,Computer Science,2025-05-30,10.37,4,Studying,4,Confused,False,4.3,False,0.3857280617164899,5
SESSION00196,Undergraduate,Business,2024-12-04,37.05,14,Studying,5,Idea Drafted,True,5.0,True,0.37786774628879893,12
SESSION00197,Undergraduate,Business,2024-07-30,26.61,5,Brainstorming,4,Assignment Completed,False,3.3,True,0.18789928598271327,7
SESSION00198,Undergraduate,Computer Science,2025-03-06,72.82,25,Homework Help,2,Gave Up,False,2.0,True,0.3433122768470201,3
SESSION00199,Graduate,Computer Science,2024-10-31,24.43,5,Homework Help,5,Assignment Completed,False,5.0,True,0.20466639377814164,10
SESSION00200,Undergraduate,Business,2024-10-06,15.52,4,Studying,2,Confused,False,2.8,False,0.2577319587628866,10
SESSION00201,Graduate,Business,2025-04-07,1.68,1,Homework Help,3,Confused,True,1.7,False,0.5952380952380952,4
SESSION00202,Graduate,Computer Science,2024-07-14,13.99,2,Homework Help,3,Confused,False,4.3,False,0.14295925661186562,7
SESSION00203,Undergraduate,History,2024-08-16,23.58,6,Coding,4,Idea Drafted,False,3.9,True,0.2544529262086514,8
SESSION00204,High School,Biology,2024-07-20,19.3,6,Studying,4,Assignment Completed,True,2.5,True,0.31088082901554404,7
SESSION00205,High School,Biology,2024-07-30,31.13,6,Homework Help,4,Assignment Completed,True,2.5,True,0.192740122068744,7
SESSION00206,Graduate,Psychology,2025-02-07,14.96,4,Studying,2,Idea Drafted,True,1.8,False,0.267379679144385,2
SESSION00207,Undergraduate,Business,2024-06-25,47.16,17,Studying,4,Assignment Completed,True,3.3,True,0.3604749787955895,6
SESSION00208,Undergraduate,Biology,2024-08-04,4.48,1,Homework Help,3,Assignment Completed,True,3.2,False,0.2232142857142857,8
SESSION00209,Undergraduate,Engineering,2025-06-05,39.95,9,Homework Help,4,Gave Up,False,3.9,True,0.2252816020025031,6
SESSION00210,Undergraduate,History,2024-12-26,48.04,10,Coding,5,Confused,False,3.9,True,0.20815986677768528,12
SESSION00211,Undergraduate,Math,2024-07-10,7.55,3,Writing,4,Gave Up,False,5.0,False,0.3973509933774835,7
SESSION00212,High School,Engineering,2024-12-23,20.2,5,Studying,3,Assignment Completed,False,4.0,True,0.24752475247524752,12
SESSION00213,Undergraduate,Psychology,2025-05-04,20.35,7,Coding,4,Assignment Completed,False,5.0,True,0.34398034398034394,5
SESSION00214,Undergraduate,Computer Science,2024-11-11,84.15,31,Homework Help,5,Confused,False,5.0,True,0.36838978015448604,11
SESSION00215,Undergraduate,Business,2024-11-28,10.54,4,Writing,5,Idea Drafted,True,5.0,False,0.3795066413662239,11
SESSION00216,High School,History,2025-01-20,5.76,1,Homework Help,5,Assignment Completed,True,5.0,False,0.1736111111111111,1
SESSION00217,Undergraduate,Engineering,2024-08-04,10.93,3,Research,1,Confused,False,2.0,False,0.2744739249771272,8
SESSION00218,Undergraduate,Biology,2024-10-04,11.12,2,Homework Help,3,Assignment Completed,True,2.5,False,0.1798561151079137,10
SESSION00219,Undergraduate,Psychology,2024-08-24,43.1,12,Studying,3,Idea Drafted,True,3.0,True,0.27842227378190254,8
SESSION00220,Graduate,Math,2025-02-08,5.18,1,Studying,4,Assignment Completed,True,4.9,False,0.19305019305019305,2
